Report generated on: 12-29-2022 11:25:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
,total energy production (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-1-IRN-QBTU.A,        Iran,0.057767686,0.064432308,0.06669655,0.064571872,0.06543792,0.06550269,0.064096656,0.066014784,0.065929064,0.069195456,0.062640844,0.07289546,0.09757677,0.100255025,0.076039236,0.074267024,0.07575084,0.070030541,0.070981317,0.050526666,0.037356062,0.05228498,0.081729882,0.11151675,0.105849088,0.16008399,0.180605152,0.1774178,0.050738246,0.07262228,0.094189339,0.118839372,0.120038079,0.142148393,0.135028599,0.132924725,0.153305814,0.141115521,0.150119042,0.150185309,0.149010203,0.142510367
INTL.4418-1-IRQ-QBTU.A,        Iraq,0.007095006,0.007139401,0.006314219,0.006248891,0.00630576,0.006309988,0.006204924,0.006293076,0.007257772,0.006196608,0.006282808,0.003203852,0.007167006,0.006123546,0.005715064,0.005815968,0.00583176,0.005872475,0.005985639,0.006125374,0.006171605,0.006323796,0.005208576,0.004343625,0.004887808,0.05939406,0.059861562,0.056127678,0.033997778,0.031180565,0.046032125,0.032674908,0.041375568,0.045367455,0.02814009,0.024024382,0.031333408,0.020372154,0.019817769,0.047555051,0.046439358,0.046295121
INTL.4418-1-IRL-QBTU.A,        Ireland,0.008653207,0.008937317,0.008279572,0.008163534,0.0070992,0.008608328,0.00950586,0.007011987,0.008899288,0.007135488,0.00717738,0.007701768,0.008418388,0.008092565,0.009727988,0.007599944,0.00781704,0.008193073,0.011838717,0.011412216,0.012006577,0.010549993,0.013967529,0.0114615,0.013902208,0.018707254,0.024584343,0.028596094,0.037165995,0.042590586,0.039192597,0.053747394,0.051377454,0.055118158,0.062341485,0.074865142,0.071010098,0.084330132,0.0942775,0.1065346,0.117908416,0.100641246
INTL.4418-1-ISR-QBTU.A,        Israel,0,0,0,0,0,0,0,0.00010419,0.00010324,0.000031296,0.000031206,0.000062616,0.000299918,0.00030927,0.00030948,0.0002578,0.00024816,0.000255325,0.000254925,0.000337458,0.000316231,0.00020666,0.000325536,0.000435375,0.000390624,0.000389961,0.000247975,0.000237216,0.000315328,0.00096624,0.00165852,0.002924516,0.004681872,0.00543837,0.00917715,0.011387818,0.015808877,0.017195143,0.017381357,0.025995476,0.034258565,0.043908865
INTL.4418-1-ITA-QBTU.A,        Italy,0.506830681,0.481977498,0.466112704,0.464911164,0.47216988,0.456199596,0.461107332,0.445568535,0.454235352,0.383999834,0.360335682,0.4719681,0.47309479,0.466523486,0.497581944,0.42918544,0.47952784,0.477294036,0.481583916,0.533940364,0.522950587,0.57001002,0.503688996,0.462134361,0.560540858,0.50335727,0.526254102,0.494221886,0.612818431,0.721200194,0.794805184,0.843400334,0.903806794,1.099875244,1.18113362,1.052394874,1.030492991,0.995415292,1.080759579,0.902951126,1.039827386,1.010583557
INTL.4418-1-JAM-QBTU.A,        Jamaica,0.001786737,0.001787463,0.001954899,0.002146084,0.00139896,0.001295428,0.001702698,0.001937934,0.001899616,0.002232448,0.002153214,0.001732376,0.0020684,0.002216435,0.002486156,0.002248016,0.00235752,0.002440907,0.002192355,0.002219042,0.002213617,0.001487952,0.003732393,0.004869662,0.004621332,0.005220853,0.009301838,0.008813774,0.010888303,0.00217648,0.002175588,0.002613604,0.002731092,0.002518824,0.00279594,0.002739786,0.005461389,0.004385388,0.004972186,0.004819493,0.004909204,0.005327667
INTL.4418-1-JPN-QBTU.A,        Japan,0.923233792,0.919048896,0.946139689,0.991985116,0.88373556,0.98922643,0.979302054,0.92437368,1.09284702,1.12467392,1.047210948,1.138974604,0.978591066,1.106846403,0.828003424,1.00134676,1.000134535,1.09718259,1.123597233,1.070692878,1.012989903,0.993879605,0.966607941,1.097357625,1.090672288,0.956314359,1.06332487,0.938851617,0.956904827,0.955260055,1.034089145,1.061470097,0.982025367,1.086892311,1.228184196,1.356700269,1.394146035,1.542958421,1.587059366,1.661764152,1.731294685,1.816935341
INTL.4418-1-JOR-QBTU.A,        Jordan,0,0,0,0,0,0,0.000031338,0.000197961,0.000278748,0.000177344,0.000197638,0.000083488,0.000165472,0.000237107,0.00015474,0.000195928,0.00023782,0.00020426,0.000163152,0.000173842,0.000428442,0.000475318,0.00061038,0.00050625,0.000610976,0.000639936,0.000585221,0.000711648,0.000719342,0.00066368,0.000702432,0.00063154,0.000656604,0.000582001,0.00059913,0.00214337,0.00798568,0.012888987,0.019652805,0.026326742,0.03742825,0.044612132
INTL.4418-1-KAZ-QBTU.A,        Kazakhstan,--,--,--,--,--,--,--,--,--,--,--,--,0.070294574,0.077863877,0.093741492,0.085053376,0.07504772,0.065710442,0.06199776,0.062082046,0.076058656,0.082664,0.089532573,0.086457375,0.079887616,0.077762223,0.076287029,0.080026585,0.072781644,0.06647536,0.077491908,0.07583338,0.072055152,0.073293962,0.07886643,0.087868851,0.110036208,0.10689936,0.102414119,0.102831903,0.10717381,0.110757361
INTL.4418-1-KEN-QBTU.A,        Kenya,0.01227862,0.016125847,0.016908307,0.019568812,0.019312434,0.022372773,0.023536927,0.024233552,0.028913394,0.03078744,0.031607829,0.033875256,0.033652868,0.035618317,0.03528072,0.037566616,0.0396539,0.037931082,0.038269341,0.029819016,0.020983457,0.032807275,0.03855567,0.04384125,0.041977056,0.043155684,0.045369506,0.04734436,0.040667458,0.036706574,0.050071604,0.050806256,0.059177905,0.059238558,0.065292344,0.080721762,0.077812153,0.076753503,0.089068074,0.091216587,0.095263375,0.095486829
INTL.4418-1-KIR-QBTU.A,        Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9996E-06,3.9676E-06,3.9536E-06,0.000004927,0.00000488,6.8292E-06,6.8012E-06,7.6128E-06,7.6328E-06,1.21062E-05,3.63627E-05,4.46552E-05,4.45633E-05,4.4036E-05,4.30735E-05,4.2435E-05,4.2435E-05
INTL.4418-1-XKS-QBTU.A,        Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00073905,0.00116144,0.00151218,0.001039612,0.000932568,0.001383445,0.00144552,0.001323298,0.002271995,0.001667553,0.002751866,0.00275966,0.003183072,0.003830599
INTL.4418-1-KWT-QBTU.A,        Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91542E-05,0.00008559,0.000102509,0.00013848,0.000350094,0.000528032,0.00049868,0.000464969,0.000464969
INTL.4418-1-KGZ-QBTU.A,        Kyrgyzstan,--,--,--,--,--,--,--,--,--,--,--,--,0.09509469,0.092719146,0.119737812,0.113504184,0.12544488,0.110555725,0.100379268,0.122926746,0.138182746,0.127157898,0.108637467,0.135482625,0.139753248,0.12658734,0.122469893,0.124627356,0.098766642,0.0987224,0.107286732,0.136004568,0.133576092,0.123994836,0.12519915,0.102406491,0.105050928,0.129543993,0.129047561,0.122048012,0.1298404,0.114049
INTL.4418-1-LAO-QBTU.A,        Laos,0.009556963,0.01138332,0.011896657,0.010719899,0.0098136,0.008953079,0.008555274,0.005532489,0.005027788,0.006895552,0.008498434,0.009141936,0.008873436,0.008937903,0.008799548,0.010745104,0.01234596,0.011887932,0.018374994,0.023765224,0.033428677,0.034067901,0.032675676,0.028674,0.030027968,0.03509649,0.0357084,0.03330908,0.03665688,0.0328912,0.08160894,0.124743724,0.123007622,0.146511596,0.14384826,0.129608652,0.161882843,0.185531394,0.203856768,0.176559435,0.251021849,0.251030622
INTL.4418-1-LVA-QBTU.A,        Latvia,--,--,--,--,--,--,--,--,--,--,--,--,0.025834316,0.029339414,0.033753952,0.029987296,0.01904628,0.029862812,0.030509424,0.027927206,0.028511795,0.029046063,0.025015407,0.023439375,0.031961452,0.034144959,0.027880905,0.028427319,0.032835172,0.036537627,0.037271433,0.032016043,0.042037133,0.035396928,0.028891541,0.028086337,0.033932672,0.052366402,0.03533452,0.031414712,0.031836698,0.031415158
INTL.4418-1-LBN-QBTU.A,        Lebanon,0.008736311,0.008790975,0.006721925,0.00582809,0.00604476,0.006048813,0.005787084,0.006293076,0.006132456,0.00516384,0.003089394,0.00516582,0.00563639,0.007350317,0.008345644,0.00732152,0.0081686,0.009109996,0.007923069,0.003364354,0.004539445,0.00340989,0.006826083,0.013658625,0.011107744,0.010358964,0.006824272,0.005722836,0.003636126,0.00601216,0.008116992,0.007753368,0.009601644,0.012145693,0.00203514,0.004724733,0.003978992,0.004632757,0.004265406,0.009929217,0.010611742,0.009895944
INTL.4418-1-LSO-QBTU.A,        Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199407,0.002937888,0.002944905,0.003194322,0.003290625,0.002974752,0.004589541,0.005207475,0.005475736,0.005754736,0.00632448,0.006770664,0.00476084,0.004624776,0.004913615,0.00495471,0.004968798,0.004828594,0.004972017,0.004913192,0.004461405,0.004395273,0.004397203
INTL.4418-1-LBR-QBTU.A,        Liberia,0.003438429,0.003282243,0.003428914,0.003366406,0.00232812,0.002705773,0.00329049,0.003292404,0.003314004,0.003244352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000027639,0.000036416,0.00003562,0.000035092,0.000035092
INTL.4418-1-LBY-QBTU.A,        Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000058536,0.000058296,0.000066612,0.000076328,0.00007608,0.000074552,0.000073856,0.000073704,0.000072832,0.00007124,0.000070184,0.000070184
INTL.4418-1-LTU-QBTU.A,        Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,0.003185336,0.004010201,0.004611252,0.003805128,0.00333982,0.002971983,0.004211361,0.004182434,0.003427536,0.003347892,0.003601242,0.00334125,0.004377402,0.004955369,0.005056445,0.007051674,0.0089249,0.011445363,0.013398249,0.014438784,0.015461823,0.019424205,0.019155818,0.020679434,0.024574989,0.028948168,0.027143419,0.028935209,0.023257893,0.023020165
INTL.4418-1-LUX-QBTU.A,        Luxembourg,0.00119462,0.001337984,0.001223119,0.001209802,0.00128412,0.001086488,0.001211736,0.001489917,0.001455684,0.001126656,0.001081808,0.001262756,0.001044542,0.001092754,0.001629928,0.00144368,0.00104434,0.001337903,0.00173349,0.00158503,0.0020402,0.002076416,0.001871323,0.001701,0.002283648,0.002389761,0.00277732,0.003004736,0.002778828,0.00259616,0.003016877,0.00298084,0.003470913,0.004043142,0.004275877,0.004590269,0.004817027,0.006212206,0.006894458,0.007770485,0.009194086,0.009160171
INTL.4418-1-MAC-QBTU.A,        Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001835843,0.000544688,0.000810744,0.001656928,0.001932385,0.001658097,0.001671311
INTL.4418-1-MDG-QBTU.A,        Madagascar,0.001516648,0.001588856,0.002362605,0.002577404,0.00263088,0.002663985,0.002778636,0.002979834,0.0030972,0.003275648,0.003515876,0.003464752,0.003536964,0.003546296,0.003579652,0.003805128,0.00435314,0.00459585,0.0050985,0.00526639,0.00550854,0.005455824,0.005442555,0.0061155,0.006350144,0.006409359,0.006258889,0.007037408,0.006818968,0.00716384,0.007018954,0.006816454,0.007307527,0.007894033,0.008631561,0.008928627,0.008498702,0.007596856,0.009120296,0.008311989,0.006209152,0.006522462
INTL.4418-1-MWI-QBTU.A,        Malawi,0.004030545,0.003961688,0.004363921,0.004920467,0.005104972,0.005170189,0.005545775,0.006073901,0.006073224,0.006164611,0.007510293,0.008014047,0.008203468,0.008208338,0.008626375,0.008839683,0.009008452,0.009234607,0.010536164,0.010097511,0.011073872,0.011461071,0.011847146,0.012167099,0.013241548,0.013758749,0.013978076,0.014216307,0.015731592,0.015375198,0.017800962,0.018315521,0.018681679,0.018807026,0.019788032,0.019501241,0.019328501,0.017642665,0.013323467,0.013526695,0.013352506,0.010741927
INTL.4418-1-MYS-QBTU.A,        Malaysia,0.014522429,0.016494838,0.013485666,0.017715711,0.03546468,0.039447872,0.042118272,0.050646759,0.057886668,0.054069056,0.041067096,0.045532268,0.044636072,0.049720307,0.066620728,0.063480672,0.05306488,0.039126003,0.048976191,0.07613257,0.07487534,0.065831543,0.053387904,0.057641625,0.057782304,0.051384861,0.0653759,0.068591222,0.081745685,0.086147465,0.076838812,0.090734796,0.110013116,0.141942526,0.15786234,0.176605916,0.220028976,0.285906414,0.295684376,0.317142385,0.259473064,0.262150371
INTL.4418-1-MDV-QBTU.A,        Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-07,2.98E-07,2.00645E-05,2.00036E-05,1.98128E-05,2.04876E-05,2.13752E-05,0.000038064,0.000047705,0.00007608,0.000083871,0.000120016,0.000165834,0.000245808,0.000293865,0.000368466,0.000445668
INTL.4418-1-MLI-QBTU.A,        Mali,0.000862204,0.000857146,0.00109767,0.001283442,0.00138852,0.001389451,0.001650468,0.00166704,0.001713784,0.001752576,0.001882762,0.001899352,0.002151136,0.002247362,0.00226952,0.002299576,0.0021714,0.002318351,0.00234531,0.00235198,0.002376833,0.002417922,0.002400828,0.00236925,0.002483968,0.004469553,0.004751201,0.004655364,0.005636488,0.00655872,0.011306424,0.011789686,0.01253714,0.011370487,0.01388498,0.011216814,0.014439033,0.014446168,0.01323931,0.00929682,0.009141466,0.009588889
INTL.4418-1-MLT-QBTU.A,        Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000976,5.8621E-05,0.000136269,0.000295572,0.00036303,0.000732804,0.00095585,0.001259854,0.001603927,0.001806215,0.001800034,0.002137576,0.002312387
INTL.4418-1-MTQ-QBTU.A,        Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152595,0.000151875,0.00015024,0.000169983,0.000317408,0.000336056,0.000325182,0.00032208,0.0002439,0.000155456,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-MRT-QBTU.A,        Mauritania,0.0002597,0.00031359,0.000397252,0.000410281,0.00037584,0.000323857,0.000188028,0.000260475,0.0002581,0.0002608,0.00026005,0.0002609,0.000268892,0.000268034,0.000288848,0.000288736,0.00028952,0.00030639,0.000285516,0.00030678,0.000326432,0.000351322,0.000345882,0.000415125,0.000440704,0.000489951,0.000505869,0.000533736,0.00059124,0.0010736,0.001131696,0.00126308,0.001294176,0.001994069,0.00212073,0.002984876,0.002707746,0.003125971,0.003944763,0.004051775,0.004219813,0.004376962
INTL.4418-1-MUS-QBTU.A,        Mauritius,0.000851816,0.000616727,0.000972222,0.000368201,0.0006786,0.001190958,0.001138614,0.001448241,0.001022076,0.001533504,0.000873768,0.000772264,0.001158304,0.001061827,0.0007737,0.001381808,0.00105468,0.000939596,0.001060488,0.00317006,0.005151505,0.00537316,0.005239095,0.005538375,0.005723142,0.005433457,0.004922502,0.005173483,0.005847364,0.006494298,0.007042553,0.005980432,0.005947336,0.00620456,0.006449263,0.007008239,0.006793974,0.005739699,0.005897116,0.00626912,0.005904229,0.006055646
INTL.4418-1-MEX-QBTU.A,        Mexico,0.18333787,0.264732744,0.250707939,0.230104358,0.25872408,0.288431223,0.242462106,0.236104959,0.264366668,0.303289536,0.295094338,0.298114776,0.34981815,0.352505946,0.286650692,0.368468384,0.3989172,0.338690553,0.324417555,0.406094912,0.412130601,0.375284227,0.331690665,0.2879955,0.3412952,0.377792217,0.388586744,0.366113244,0.461443112,0.335988,0.441957036,0.43430445,0.400909949,0.374064906,0.498122538,0.436116217,0.438605457,0.465739407,0.488796695,0.487394186,0.568320076,0.677154269
INTL.4418-1-FSM-QBTU.A,        Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-MDA-QBTU.A,        Moldova,--,--,--,--,--,--,--,--,--,--,--,--,0.00263721,0.003824639,0.0028369,0.003310152,0.00374308,0.003860514,0.003946239,0.003712038,0.003998792,0.003709547,0.003540204,0.00362475,0.0035056,0.003589641,0.003620435,0.003498936,0.00379379,0.00345504,0.003931668,0.003381168,0.002531256,0.002995874,0.00315732,0.002646596,0.002280304,0.002892882,0.002997401,0.003339286,0.00315828,0.003833801
INTL.4418-1-MNG-QBTU.A,        Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13889E-06,4.13143E-06,4.12442E-06,4.09142E-06,4.07698E-06,0.000088686,0.00008784,0.000429264,0.000592676,0.00057096,0.001158277,0.001895723,0.002054001,0.002280304,0.002272331,0.003988444,0.005719423,0.005932601,0.006106008
INTL.4418-1-MNE-QBTU.A,        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.017189627,0.012562564,0.015017496,0.020008,0.026565588,0.011581472,0.013921908,0.02366168,0.01651887,0.01379212,0.016885328,0.010272495,0.016773601,0.013934375,0.010445458,0.013858925
INTL.4418-1-MSR-QBTU.A,        Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-MAR-QBTU.A,        Morocco,0.015446961,0.010777046,0.006021507,0.005007529,0.00377928,0.004857855,0.00652875,0.008595675,0.009560024,0.01194464,0.012315968,0.012878024,0.009866268,0.004525651,0.008572596,0.00623876,0.02002858,0.021059206,0.017936523,0.008354642,0.007905775,0.011035644,0.010540245,0.016646513,0.017939658,0.011749825,0.011616141,0.011713528,0.012003157,0.028627056,0.039922528,0.02602042,0.02288598,0.039833675,0.034363567,0.0411752,0.04334424,0.043236609,0.059449666,0.067738385,0.061583275,0.07176886
INTL.4418-1-MOZ-QBTU.A,        Mozambique,0.139292736,0.034651704,0.0309334,0.052705291,0.00576288,0.001556603,0.000396948,0.000250056,0.000505876,0.0005216,0.002922962,0.00333952,0.003330124,0.003515369,0.003734392,0.003867,0.0046013,0.009875971,0.015162939,0.077778956,0.097552163,0.121278421,0.127966167,0.10935,0.116075424,0.131746824,0.144926509,0.157580612,0.147928248,0.164212,0.16131546,0.16235436,0.143365346,0.138055472,0.153054435,0.160132813,0.144224066,0.12935052,0.126561896,0.133909997,0.13904626,0.14203487
INTL.4418-1-NAM-QBTU.A,        Namibia,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0.01154944,0.0087373,0.006168652,0.010013454,0.011831482,0.013934566,0.014011548,0.014710158,0.015157125,0.015885376,0.016408359,0.015781129,0.015428924,0.014554358,0.01362496,0.012126708,0.013592684,0.015282696,0.012231562,0.014265,0.014230113,0.012952496,0.015496266,0.01264145,0.0117546,0.016598516,0.013141954
INTL.4418-1-NRU-QBTU.A,        Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009213,0.000009104,0.00001781,0.000026319,3.21092E-05
INTL.4418-1-NPL-QBTU.A,        Nepal,0.001828289,0.002174225,0.002153525,0.003303286,0.0034974,0.003468404,0.004512672,0.005657517,0.005750468,0.005591552,0.009122554,0.009402836,0.00858386,0.008917285,0.009531984,0.011827864,0.01208746,0.010733863,0.01142064,0.014285722,0.016484816,0.018919723,0.021342954,0.02268,0.023818048,0.024917508,0.026860652,0.027319376,0.027453244,0.03009008,0.03101567,0.033677075,0.033412855,0.033274018,0.035886023,0.032086575,0.038962539,0.043445007,0.045303744,0.055709431,0.05543063,0.053664441
INTL.4418-1-NLD-QBTU.A,        Netherlands,0.010388003,0.010453003,0.003136201,0.002104004,0.0002088,0.004210141,0.005264784,0.007324557,0.008445032,0.01001472,0.012825666,0.014057292,0.014644272,0.016504709,0.018599748,0.020665248,0.02764916,0.03095642,0.035016498,0.03788733,0.042650381,0.046570831,0.052970811,0.053946,0.06669694,0.088831179,0.094997772,0.093392005,0.111802614,0.131135503,0.140424772,0.158530044,0.182324944,0.190523315,0.191257423,0.205516396,0.208446976,0.250414123,0.261090212,0.287495113,0.282292201,0.341452191
INTL.4418-1-NLDA-QBTU.A,        Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000010309,0.000072212,0.000072184,0.00007238,0.000071491,0.000071379,0.000071582,0.00030603,0.00030999,0.00030519,0.00030375,0.00030048,0.00029997,0.00029757,0.00029652,0.00029562,0.0006344,0.000665076,0.000866385,0.000915163,0.001517019,0.00177837,0.001873119,0.001624832,0.002036073,0.002647989,0.002324205,0.002087974,0.002389551
INTL.4418-1-NCL-QBTU.A,        New Caledonia,0.002867089,0.002801405,0.004265234,0.002924565,0.00414468,0.005004113,0.004157508,0.002646426,0.005440748,0.005382912,0.004743312,0.00354824,0.003536964,0.003525678,0.003878816,0.00433104,0.0040326,0.00367668,0.004007421,0.004775542,0.004539445,0.00382321,0.003306225,0.003290625,0.003335612,0.003559644,0.003124485,0.004210584,0.004759482,0.00421632,0.003053628,0.004051572,0.004348812,0.004897672,0.003340102,0.003815255,0.00265733,0.003998811,0.003734807,0.00475527,0.003675887,0.004024177
INTL.4418-1-NZL-QBTU.A,        New Zealand,0.219123863,0.22358643,0.209717104,0.226297108,0.232499857,0.224434862,0.249850513,0.247409452,0.255815281,0.259184354,0.269291492,0.268840837,0.247463442,0.272630153,0.295350832,0.312076642,0.298445964,0.266179904,0.289188916,0.268299961,0.284874894,0.258350374,0.285556215,0.270630112,0.306825416,0.273927491,0.276668143,0.280966743,0.27477781,0.300714075,0.316610947,0.325089641,0.300812243,0.305911318,0.326052929,0.32834792,0.337992656,0.328514156,0.333699672,0.323153919,0.307684937,0.313228339
INTL.4418-1-NIC-QBTU.A,        Nicaragua,0.005609522,0.00546692,0.004756572,0.003671486,0.00556452,0.005860767,0.00485739,0.006230562,0.006101484,0.009785216,0.00816557,0.008265312,0.007466924,0.009113156,0.007623524,0.007352456,0.00742412,0.006393338,0.00458865,0.005358424,0.003826395,0.004496922,0.00616789,0.007039913,0.007044253,0.0090021,0.00799769,0.007771789,0.012897646,0.011956178,0.013313672,0.012706801,0.016780416,0.020972419,0.023143044,0.021361245,0.022521143,0.023280413,0.024934873,0.02323302,0.02330522,0.024130721
INTL.4418-1-NER-QBTU.A,        Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000066612,0.000076328,0.0000951,0.000102509,0.000120016,0.000138195,0.000418784,0.00040963,0.000403558,0.000403558
INTL.4418-1-NGA-QBTU.A,        Nigeria,0.028296921,0.023947829,0.025026887,0.019525154,0.02682036,0.031111166,0.037542924,0.033872169,0.040965632,0.042760768,0.045175886,0.061269756,0.062031316,0.056864444,0.056799896,0.05614884,0.0563013,0.056549381,0.058296249,0.062255888,0.058135499,0.060582379,0.083062545,0.074793375,0.08052864,0.077022297,0.061626747,0.061063352,0.055941158,0.04389072,0.0617067,0.056731724,0.053660724,0.050710415,0.05076438,0.053218852,0.074977596,0.071110817,0.070471333,0.075621714,0.067986153,0.070763018
INTL.4418-1-NIU-QBTU.A,        Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-PRK-QBTU.A,        North Korea,0.109011707,0.111345384,0.113018244,0.11539408,0.11617632,0.127213119,0.13444002,0.140281416,0.1533114,0.1549152,0.160648488,0.1549746,0.145387836,0.135738603,0.140937192,0.144966096,0.1279575,0.108186309,0.102969306,0.104274522,0.103009698,0.108434502,0.106958922,0.117480375,0.123948,0.130001999,0.123933937,0.129950878,0.137247497,0.120792688,0.129436754,0.127001722,0.127213694,0.131345222,0.122464074,0.092364337,0.117111613,0.10867102,0.11550609,0.098101042,0.112438277,0.105419877
INTL.4418-1-MKD-QBTU.A,        North Macedonia,--,--,--,--,--,--,--,--,--,--,--,--,0.008449414,0.005329753,0.007179936,0.008177416,0.00870628,0.009099783,0.010931184,0.01406075,0.011812758,0.00640646,0.007619577,0.01377,0.014693472,0.014768523,0.016207646,0.010001362,0.008237756,0.012307429,0.02356091,0.013992263,0.010046436,0.015239959,0.012446792,0.019182518,0.019365419,0.011843127,0.017728565,0.011862947,0.012940419,0.014351135
INTL.4418-1-MNP-QBTU.A,        Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-NOR-QBTU.A,        Norway,0.859264468,0.960380069,0.956614602,1.101487986,1.0951038,1.060088431,0.99623502,1.066707639,1.11468228,1.224956736,1.25006035,1.140331284,1.197229737,1.219688717,1.142115308,1.244122176,1.06680882,1.112849332,1.171258011,1.232989724,1.435556127,1.236105791,1.307016867,1.063935,1.085774464,1.352084778,1.18313832,1.321332656,1.370208554,1.22301584,1.147286068,1.18407216,1.362472332,1.240635302,1.30788177,1.301389031,1.338963768,1.339846043,1.300815486,1.157459514,1.333976639,1.372424649
INTL.4418-1-OMN-QBTU.A,        Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009541,0.00000951,0.000037276,0.000036928,0.000147408,0.000145664,0.000151385,0.001122944,0.001369992
INTL.4418-1-PAK-QBTU.A,        Pakistan,0.089617304,0.093585732,0.098508086,0.118360725,0.13256712,0.126554958,0.14269236,0.157306062,0.170511184,0.175226304,0.174295912,0.18910032,0.216158142,0.198365778,0.233440764,0.236907888,0.21351066,0.223041707,0.226628325,0.19526547,0.173641422,0.193764416,0.225097971,0.270084375,0.254546624,0.305499447,0.314808123,0.281683577,0.271826559,0.28393792,0.319927364,0.288583448,0.296261244,0.322924174,0.331559964,0.349433568,0.3381062,0.31196905,0.400692821,0.3726992,0.387178809,0.40358138
INTL.4418-1-PSE-QBTU.A,        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009516,0.000019082,0.00002853,0.000083871,0.000396976,0.000420389,0.000548753,0.001097773,0.001564015,0.001757021
INTL.4418-1-PAN-QBTU.A,        Panama,0.010336063,0.015303196,0.012795702,0.010498978,0.0169128,0.020956682,0.022761834,0.021952833,0.02379682,0.023221632,0.023373294,0.021456416,0.019835956,0.023855026,0.02470682,0.024841608,0.03092694,0.029566635,0.021841974,0.031935798,0.034765008,0.025801501,0.034435605,0.028512,0.03771024,0.03709629,0.035867104,0.03662022,0.038913446,0.03789808,0.040721544,0.03964128,0.051024792,0.049447076,0.049722926,0.062460898,0.066967653,0.072533949,0.079670925,0.055284912,0.073405446,0.073222524
